id,date,text,message_length,hashtags
755,27-08-2024,":india: bombay stock exchange (bse)sensex — 81,661.30 (-36.81, -0.05%):fire: hot stocks (24h):-  company    price (%change)filatfash   1.1600  (-4.13%) gtlinfra   2.7500  (-1.43%)     idea    15.90   (0.70%)      bcg     8.06   (0.00%) tatatech 1,093.00   (4.23%)   sakuma     6.44  (-9.93%):up-right_arrow: top gainers (24h):-   company    price  (%gain)datamatics   673.20 (20.00%)tatainvest 7,307.30 (18.40%)   goldiam   324.45 (19.99%)      ucal   200.00 (19.98%) tataelxsi 8,975.60 (16.33%):down-right_arrow: top losers (24h):-   company  price  (%loss)    sakuma   6.44 (-9.93%)cosmofirst 815.55 (-7.00%) mindacorp 588.40 (-6.93%)    shaily 898.85 (-6.71%)    kernex 957.70 (-5.00%):no_entry: market closed.",713,[]
754,27-08-2024,":india: share market live updates august 28, 2024: stock to buy today: century textiles & industries (?2510.20): buy - businessline:india: orient technologies ipo allotment finalised today; latest gmp, 6 steps to check status | stock market news - mint:india: indian stock market: 8 key things that changed for market overnight - gift nifty to us consumer confidence to oil prices | stock market news - mint:india: cash market | tata technologies breaks out of a downsloping wedge trend reversal pattern - moneycontrol:india: asian stocks cautious as market traders await nvidia earnings - moneycontrol:india: buy or sell: vaishali parekh recommends three stocks to buy today — august 28 | stock market news - mint:india: foreign investors push $6.6 billion in new share offerings in indian market, shun pricey stocks | stock market news - mint:india: horoscope today, august 28: good astrological predictions for stock market, business, career, finance and health - business today:india: stock market today: all you need to know before going into trade on aug. 28 - ndtv profit:india: asia-pacific markets open lower ahead of australia's inflation numbers - cnbc:india: top  news stories :india::tear-off_calendar: date - aug 27, 2024",1235,[]
753,26-08-2024,":united_states: new york stock exchange (nyse)nyse composite (nya) — 19,107.24 (13.76, 0.07%):fire: hot stocks (24h):-company  price (%change)    pbr  15.65   (8.72%)      f  11.12  (-1.33%)    bac  39.91   (0.35%)     nu  14.62   (1.39%)   pltr  30.84  (-2.94%)   baba  81.78  (-4.25%)   abev 2.3800  (-0.83%):up-right_arrow: top gainers (24h):-company  price  (%gain)   comp   5.73 (11.70%)    pbr  15.65  (8.68%)   xpev   7.51  (7.20%)  pbr-a  14.42  (7.13%)     ui 206.32  (6.36%):down-right_arrow: top losers (24h):-company  price  (%loss)    elf 156.12 (-8.68%)     lb  38.50 (-8.42%)     sg  34.73 (-7.76%)     fn 252.17 (-5.68%)     zk  16.02 (-5.76%):no_entry: market closed.",684,[]
752,26-08-2024,":united_states: national association of securities dealers automated quotations (nasdaq)nasdaq (comp) — 17,725.77 (-152.03, -0.85%):fire: hot stocks (24h):-company  price (%change)   nvda 126.46  (-2.25%)    pdd 100.00 (-28.51%)   lcid 4.2600   (1.43%)   tsla 213.21  (-3.23%)    amd 150.00  (-3.21%)   intc  20.13  (-2.00%)   rivn  14.36   (2.87%):up-right_arrow: top gainers (24h):-company price (%gain)    lot  5.66 (9.50%)   rytm 50.00 (8.41%)    qxo 14.76 (6.15%)   mirm 43.08 (4.77%)   lfst  6.46 (4.53%):down-right_arrow: top losers (24h):-company  price   (%loss)    pdd 100.00 (-28.51%)    iep  14.06 (-11.49%)   smci 562.51  (-8.27%)     gh  26.74  (-7.86%)    tem  60.51  (-6.84%):no_entry: market closed.",716,[]
751,26-08-2024,":united_states: stock market today: dow jones falls ahead of key data; cava dives on insider selling - investor's business daily:united_states: oil pauses gains after surging on libyan outages, middle east tension - reuters:united_states: how a 25bps rate cut would be 'frustrating' for markets - yahoo finance:united_states: contactless payments market worth $91.80 billion, globally, by 2031 - exclusive report by the insight partners - globenewswire:united_states: fed cuts could spark $1t us asset sale, fx market risk - investmentnews:united_states: 5 things to know before the stock market opens tuesday - cnbc:united_states: the ipo market gets cold feet - the wall street journal:united_states: insomnia drugs business research report 2024: global market - globenewswire:united_states: emerging-market stocks fall as pdd crash heightens china worries - bloomberg:united_states: asia markets mixed, europe edges up; crude oil and gold retreat - global markets today while us slept - smartetfs asia pacific dividend builder etf (arca:adiv) - benzinga:united_states: top  news stories :united_states::tear-off_calendar: date - aug 27, 2024",1144,[]
750,26-08-2024,":india: national stock exchange (nse)nifty50 — 25,012.50 (189.35, 0.76%):fire: hot stocks (24h):-  company  price (%change)ramasteel  10.05 (-10.98%)     idea  15.76  (-0.38%)  olaelec 125.19  (-0.85%)     sepc  26.03   (2.12%)filatfash 1.2200  (-3.17%) gtlinfra 2.8000  (-0.36%)  yesbank  24.17  (-0.90%):up-right_arrow: top gainers (24h):-   company    price  (%gain)panaceabio   240.24 (20.00%)   niitltd   153.84 (20.00%)umaexports   122.10 (20.00%)  rpsgvent 1,240.90 (20.00%)   ndrauto 1,634.00 (16.98%):down-right_arrow: top losers (24h):-   company  price   (%loss)     awfis 788.00 (-12.43%) ramasteel  10.05 (-10.98%)    sakuma   7.14 (-10.08%)oswalseeds  34.26 (-10.01%)raneengine 583.00  (-9.34%):no_entry: market closed.",733,[]
749,26-08-2024,":india: bombay stock exchange (bse)sensex — 81,718.11 (+631.90, +0.78%):fire: hot stocks (24h):-  company  price (%change) gtlinfra 2.8000  (-0.36%)      bcg   8.06   (4.95%)filatfash 1.2100  (-3.97%)     idea  15.80  (-0.19%)     sepc  26.09   (2.19%):up-right_arrow: top gainers (24h):-   company    price  (%gain)   niitltd   153.90 (20.00%)  rpsgvent 1,242.40 (20.00%)umaexports   122.18 (20.00%)panaceabio   239.45 (19.99%)   ndrauto 1,655.95 (18.35%):down-right_arrow: top losers (24h):-   company  price   (%loss)     awfis 794.45 (-11.77%) ramasteel  10.11 (-10.37%)    sakuma   7.15  (-9.95%)jindalpoly 881.20  (-6.67%)radhikajwe 106.00  (-7.12%):no_entry: market closed.",680,[]
748,26-08-2024,":india: sbi share price live blog for 27 aug 2024 | stock market news - mint:india: adani wilmar share price live blog for 27 aug 2024 | stock market news - mint:india: nifty 50, sensex today: what to expect from indian stock market in trade on august 27 | stock market news - mint:india: breakout stocks to buy or sell: ndr auto to precision wires — sumeet bagadia recommends five shares to buy today | stock market news - mint:india: buy or sell: vaishali parekh recommends three stocks to buy today — august 27 | stock market news - mint:india: stock market today: all you need to know before going into trade on aug. 27 - ndtv profit:india: asia-pacific markets fall as china industrial profits in focus; australia nears record high - cnbc:india: nasdaq falls 1% ahead of nvidia results even as dow jones posts a record close - cnbctv18:india: eur/usd backslides in broad-market greenback bounce - fxstreet:india: asian stocks set to fall as tech drags wall street: markets wrap - bloomberg:india: top  news stories :india::tear-off_calendar: date - aug 26, 2024",1066,[]
747,25-08-2024,":united_states: foldable display market on track to hit usd 13.2 billion by 2029 - globenewswire:united_states: data center power markets 2024-2029: a $41.3 billion global - globenewswire:united_states: s&p 500: apple, tesla show why stock market corrections are needed - investor's business daily:united_states: richmond’s multifamily market maintains rent growth, high occupancy - rebusinessonline:united_states: stock market today: us futures edge up as rate-cut hopes shift, with nvidia on horizon - yahoo finance:united_states: market celebrates a dovish fed, but danger is lurking - realmoney:united_states: global hot fill packaging market poised to reach usd 4.8 billion by 2034, driven by automation and innovation in beverage formulations | fmi - yahoo finance:united_states: fed outlook, fx churn asian stock markets - marketscreener.com:united_states: the deals that will hamper competition in ai markets - promarket:united_states: itc remains steady monday, underperforms market - marketwatch:united_states: top  news stories :united_states::tear-off_calendar: date - aug 26, 2024",1093,[]
746,25-08-2024,":india: telangana: jangaon market construction delayed, vendors face hardship - the new indian express:india: is indian stock market closed today on janmashtami? | stock market news - mint:india: sensex today | stock market live updates: gift nifty signals a positive start; asian shares trade higher - the economic times:india: cash market | accumulate gold bees with tight stops - moneycontrol:india: asian maket: asia shares edge up before inflation tests, oil gains - the economic times:india: stock market live updates 26 august, 2024: stock to buy today: cholamandalam financial holdings (?1697.15): buy - businessline:india: buy or sell: vaishali parekh recommends three stocks to buy today — august 26 | stock market news - mint:india: top stock recommendations: dharmesh shah of icici securities suggests hdfc life, and natco pharma today | stock market news - mint:india: libra daily horoscope for august 26, 2024: can face losses in stock market. handle your investments carefully - business today:india: stock market today: all you need to know before going into trade on aug. 26 - ndtv profit:india: top  news stories :india::tear-off_calendar: date - aug 25, 2024",1177,[]
745,24-08-2024,":united_states: silicon sampling: ai-powered personas offer new insights for market research but have limitations - innovation origins:united_states: farmer’s market forecast sunday - wwsb:united_states: 20 top stocks to buy for up to 62% upside: morgan stanley - business insider:united_states: spy: the market still ignores the obvious risk - seeking alpha:united_states: senior scene | are volatile stock markets good for investors? - hot springs sentinel:united_states: weekly market outlook (26-30 august) - forexlive:united_states: are a recession and bear market imminent? a virtually flawless predictive indicator weighs in. - yahoo finance:united_states: global drug discovery outsourcing services market size to exceed usd 7.9 billion by 2033 | cagr of 7.59% - globenewswire:united_states: nvidia's jensen huang and new inflation data may rock the markets - thestreet:united_states: market still lacking some conviction on xtc new energy materials(xiamen) co.,ltd. (shse:688778) - simply wall st:united_states: top  news stories :united_states::tear-off_calendar: date - aug 25, 2024",1093,[]
744,24-08-2024,":india: india's gold loan market set for rapid growth amid rising prices; unorganized sector holds 63% share: pwc - the times of india:india: horoscope today, august 25: good astrological predictions for stock market, business, career, finance and health - business today:india: crypto markets and equities jump as u.s. fed chair jerome powell alludes to upcoming rate cuts - the daily hodl:india: oil sits 2% higher from eight-month low after us fed chair jerome powell greenlights rate cuts; brent nears $80/bbl | stock market news - mint:india: zydus enters fermentation-based protein market with sterling biotech jv - the times of india:india: india's namma yatri plans to enter the us market: report - indian startup news:india: fed's actions spoke louder than words in inflation fight, research shows - reuters:india: meta terminates la jolla's production, cost and market viability issues to blame - bw businessworld:india: ola electric fast losing market share, market experts tell investors to remain `cautious` - zee news:india: verizon communications stock is lagging the s&p 500, and this is how many years it has been since it last beat the market - the motley fool:india: top  news stories :india::tear-off_calendar: date - aug 24, 2024",1250,[]
743,23-08-2024,":united_states: new york stock exchange (nyse)nyse composite (nya) — 19,075.93 (225.07, 1.19%):fire: hot stocks (24h):-company  price (%change)      f  11.27   (3.16%)    ccl  16.61   (7.54%)   abev 2.4000   (3.00%)    bac  39.78   (1.38%)   pltr  31.77  (-0.47%)     nu  14.42   (1.48%)   lumn   6.22   (3.06%):up-right_arrow: top gainers (24h):-company  price  (%gain)   cava 122.03 (19.66%)    uec   5.37 (13.05%)    nxe   6.39 (10.26%)     ui 194.56 (10.15%)   tbbb  32.67  (9.52%):down-right_arrow: top losers (24h):-company price  (%loss)    gfi 14.52 (-7.87%)   bill 47.36 (-6.66%)     zk 16.98 (-5.90%)    zim 20.17 (-4.99%)    tbn 20.03 (-4.16%):no_entry: market closed.",679,[]
742,23-08-2024,":india: is indian stock market closed on monday for janmashtami? | stock market news - mint:india: ftse 100 live: uk energy bills to rise under new price cap, pound above $1.31 - bloomberg - bloomberg:india: stock market rallies toward nvidia, land's end, netapp reports - investor's business daily:india: auto markets will see ‘green shoots by october’, says maruti suzuki - the hindu:india: nvidia is next week's top stock, market strategist says: why best long-term idea is 'just buy nvidia and put it away' - nvidia (nasdaq:nvda) - benzinga:india: opinion: protect investors, uphold integrity of markets - telangana today:india: markets are now wondering whether the fed might cut by half a point in september - cnbc:india: markets weekly outlook – powell delivers with nvidia earnings, pce data next - marketpulse:india: china's export strategy causes global market havoc: report - ndtv:india: bank of england's bailey: 'more restrictive policy' could still be needed due to labor market shocks - cnbc:india: top  news stories :india::tear-off_calendar: date - aug 23, 2024",1078,[]
741,23-08-2024,":united_states: rochester has over a dozen international markets. what can you find there? - rochester post bulletin:united_states: after years, balance of power in twin cities housing market slowly tips toward buyers - star tribune:united_states: ukrainian companies contending in global markets - kyiv post:united_states: where the housing market shift is—and isn’t—happening - fast company:united_states: farmer's market forecast saturday - wwsb:united_states: ftse 100 live: uk energy bills to rise under new price cap, pound above $1.31 - bloomberg:united_states: how currency markets could reshuffle unexpectedly post-yen carry trade - business insider:united_states: how to use a diversified portfolio to navigate bouts of market volatility - investing.com:united_states: warren buffett issued a $277 billion ""warning"" for the stock market. investors may want to ignore it (mostly). - the motley fool:united_states: a bull market is here: 2 artificial intelligence (ai) stocks down 18% and 41% to buy right now - the motley fool:united_states: top  news stories :united_states::tear-off_calendar: date - aug 24, 2024",1123,[]
740,23-08-2024,":united_states: national association of securities dealers automated quotations (nasdaq)nasdaq (comp) — 17,877.79 (258.44, 1.47%):fire: hot stocks (24h):-company  price (%change)   nvda 129.37   (4.55%)   tsla 220.32   (4.59%)   lcid 4.2000   (9.09%)   intc  20.54   (2.19%)   sofi   7.52   (4.59%)   mara  18.69  (10.85%)   rivn  13.96   (8.98%):up-right_arrow: top gainers (24h):-company  price  (%gain)   sgry  33.69 (17.63%)   bili  14.94 (15.28%)   wday 259.95 (12.49%)   mstr 150.01 (12.11%)   roku  69.14 (11.87%):down-right_arrow: top losers (24h):-company  price  (%loss)   intu 619.85 (-6.83%)   mbly  14.40 (-5.01%)    pdd 139.87 (-4.97%)   nari  43.34 (-4.50%)   asts  32.86 (-3.75%):no_entry: market closed.",720,[]
739,20-08-2024,":united_states: asia-pacific markets set for lower open as wall street rally falters, japan trade data on deck - nbc los angeles:united_states: wednesday's big stock stories: what's likely to move the market in the next trading session - cnbc:united_states: cold brew coffee market to grow at cagr of 22.49% through 2033 - growing demand for premium coffee experiences to propel growth - yahoo finance:united_states: stock futures are little changed as wall street awaits fed minutes: live updates - cnbc:united_states: synergy identifies the world's top 20 metro markets for colocation - pr newswire:united_states: market pauses bullishly; 5 stocks near buy points - investor's business daily:united_states: emerging market bonds climb to over 2-year high driven by weaker dollar, fed's interest rate shift - ishares j.p. morgan usd emerging markets bond etf (nasdaq:emb), ishares j.p. morgan em local currency bond (arca:lemb) - benzinga:united_states: shares of trump's media firm sink to record low - reuters:united_states: governor proclaims august as idaho farmers market month - kmvt:united_states: stock market today: s&p 500, nasdaq snap 8-day winning streak as focus turns to jackson hole - yahoo finance:united_states: top  news stories :united_states::tear-off_calendar: date - aug 20, 2024",1302,[]
738,20-08-2024,":india: shares flirt with highs on rate cut bets, us dollar drops - reuters:india: why stocks are hitting all-time highs: strategist - yahoo finance:india: s&p 500, nasdaq snap eight-day winning streak as rebound rally pauses: live updates - cnbc:india: shares of trump's media firm sink to record low - reuters:india: nz's electricity market is a mess. rolling out rooftop solar would change the game - the conversation:india: why we've raised cash into the market rally — plus, earnings insights on 2 of our stocks - cnbc:india: payrolls revision could rattle bond market ahead of powell's jackson hole speech - marketwatch:india: stock market boom benefits few, leaves 600 million unaffected, says ruchir sharma - moneycontrol:india: fpis sell $1.8 billion in financial services stocks amid market fall - the financial express:india: orient technologies ipo: grey market premium holds strong ahead of wednesday launch - the economic times:india: top  news stories :india::tear-off_calendar: date - aug 20, 2024",1013,[]
737,19-08-2024,":united_states: medical holography market size is surpassing usd 21721.02 million by 2033, growing at projected 32.13% cagr - globenewswire:united_states: 5 things to know before the stock market opens tuesday - cnbc:united_states: stock market today: index futures little changed; bitcoin, gold prices rise - the wall street journal:united_states: ftse 100 live: stocks fall while pound battles to break above $1.30 - bloomberg:united_states: warren buffett fears what the market doesn't: tax hikes. and he has little room to maneuver. - marketwatch:united_states: fed officials uneasy about job market as they get ready for jackson hole - reuters:united_states: water soluble films market worth $586.4 million by 2029 - exclusive report by marketsandmarkets:trade_mark: - pr newswire:united_states: market problems, poor planning causing price hikes in nation's largest electric market, critics say • west virginia watch - west virginia watch:united_states: microsoft's dominant 21st century offers a key lesson for stock market investors: morning brief - yahoo finance:united_states: 3 reasons why bitcoin won’t be ‘boring’ in september - cointelegraph:united_states: top  news stories :united_states::tear-off_calendar: date - aug 20, 2024",1243,[]
736,19-08-2024,":india: world street | us markets shine, goldman sachs trims recession fears, oil cools and more - moneycontrol:india: saraswati saree shares to make stock market debut today; what gmp suggests - business today:india: stock market live updates: gift nifty indicates a positive start; us, asian markets gain - moneycontrol:india: status quo on upi market share cap; p2p lenders in focus - the economic times:india: cash market | voltas breaks out of bullish ascending triangle trend continuation pattern - moneycontrol:india: gold holds ground above $2,500 on weaker dollar; markets await us fed minutes | stock market news - mint:india: china robotaxi market could pass $60 bln in 2030- jefferies - investing.com:india: stock market today: birlasoft, pnb, sail among 19 stocks in f&o ban list on august 20 | stock market news - mint:india: buy or sell: vaishali parekh recommends three stocks to buy today — august 20 | stock market news - mint:india: stock market today: all you need to know before going into trade on aug. 20 - ndtv profit:india: top  news stories :india::tear-off_calendar: date - aug 19, 2024",1113,[]
735,18-08-2024,":united_states: digital scent technology market - emerging trends, industry demand, revenue and regional analysis - globenewswire:united_states: markets react to us democratic economic plans amid uncertainty as dnc kicks off - fxstreet:united_states: three undiscovered gems in the united states market - simply wall st:united_states: veterinary endoscopes market is expected to reach usd 625.3 million by 2034 and growing at a cagr of 8.10% | future market insights, inc. - yahoo finance:united_states: 5 things to know before the stock market opens monday - cnbc:united_states: physical buyers win battle for copper market as funds retreat - yahoo finance:united_states: acoustic insulation market worth $20.4 billion by 2029 - exclusive report by marketsandmarkets:trade_mark: - pr newswire:united_states: housing, jobless data to drive markets this week - etf.com:united_states: wealth managers are bracing for a bumpy stock market for the remainder of the year - pittsburgh post-gazette:united_states: epinephrine auto-injection market report 2024-2029: - globenewswire:united_states: top  news stories :united_states::tear-off_calendar: date - aug 19, 2024",1162,[]
734,18-08-2024,":india: stock market live updates: gift nifty indicates a positive start; us markets gain, asia trades lower - moneycontrol:india: is indian stock market closed today for raksha bandhan? | stock market news - mint:india: sebi ramps up investigations amid market turmoil | stock market news - mint:india: asia shares, gold underpinned by rate cut hopes - economic times:india: market participants recognise manorama industries limited's (nse:manorama) revenues pushing shares 27% higher - simply wall st:india: latest market news today live updates august 19, 2024: dividend stocks: reliance industries, man infraconstruction among 4 stocks to trade ex-dividend on august 19 | stock market news - mint:india: stock market today: nmdc, piramal enterprises, gnfc among 17 stocks in f&o ban list on august 19 | stock market news - mint:india: tech rally propels emerging stocks to best week in four months | stock market news - mint:india: jsw cement files for ipo | fiis become net buyers | top buzzing stocks today - equitymaster:india: markets rock to wall street beat - the core:india: top  news stories :india::tear-off_calendar: date - aug 18, 2024",1150,[]
733,17-08-2024,":united_states: 2 supercharged dividend stocks to buy if there's a stock market sell-off - the motley fool:united_states: a sharp downturn in the art market - the new york times:united_states: the market will move beyond powell as the carry trade takes center stage - seeking alpha:united_states: clues about the fed, plus target and other retail earnings: what to watch in the market this week - quartz:united_states: the week that was, the week ahead: macro & markets, august 18, 2024 - tipranks:united_states: markets, housing — and you — should listen closely to jerry powell - thestreet:united_states: metal fabrication robots market set to triple by 2030 - innovation origins:united_states: apple's partnership with circle (usdc) could open $15.7 trillion market for ethereum - fx empire:united_states: severe weather causes ‘huge impact’ at beaverton night market - koin.com:united_states: rising costs and market disruption bring inventory - marinelink:united_states: top  news stories :united_states::tear-off_calendar: date - aug 18, 2024",1048,[]
732,17-08-2024,":india: world’s largest crypto exchange renters indian market after paying a penalty of rs 18.82 crore - the times of india:india: horoscope today, august 18: good astrological predictions for stock market, business, career, finance and health - business today:india: tomato rates drop in karnataka markets as excessive production leads to glut - the hindu:india: reforms in land market are need of the hour: debroy - hindustan times:india: banks woo depositors with special schemes amid contest with markets - the indian express:india: this 1 number may ensure tsmc's market dominance - yahoo finance:india: fpis net investments in debt markets cross ?1 lakh crore-mark in 2024 - businessline:india: despite budget provisions, residential housing market will see sales growth, notes recent report by knight fra - business insider india:india: nigeria's dangote refinery set to disrupt european fuel markets - oilprice.com:india: fpis sell-off rises to ?21,201 crore in india equities on domestic, global factors; when will inflows resume? | stock market news - mint:india: top  news stories :india::tear-off_calendar: date - aug 17, 2024",1138,[]
731,16-08-2024,":united_states: wall street breakfast: what moved markets - seeking alpha:united_states: housing market reset: 41 markets where the power is shifting to buyers - fast company:united_states: don't let stock market's best week of 2024 fool you. there's a new game in town. - marketwatch:united_states: market - wwsb:united_states: 2025 global memory market outlook as per citi - investing.com:united_states: 3 no-brainer artificial intelligence (ai) stocks to buy amid the stock market sell-off - nasdaq:united_states: global glass alternative materials market size to worth usd 16.90 billion by 2033 | cagr of 5.60% - globenewswire:united_states: here’s why tiny hong kong is so important for china’s ev producers - south china morning post:united_states: market to market - august 16, 2024 - iowa pbs:united_states: anthony scaramucci says kamala harris' poll numbers are driving market higher, predicts 'rough 81 days' ahead for trump - yahoo finance:united_states: top  news stories :united_states::tear-off_calendar: date - aug 17, 2024",1039,[]
730,16-08-2024,":india: national stock exchange (nse)nifty50 — 24,320.00 (176.25, 0.73%):fire: hot stocks (24h):- company  price (%change) olaelec 121.90   (9.92%)    idea  15.80   (0.06%)  suzlon  75.36  (-1.84%)    emil 238.52   (3.63%)gtlinfra 2.7000   (1.50%) yesbank  24.03   (0.17%)     fsl 310.70   (6.99%):up-right_arrow: top gainers (24h):-  company  price  (%gain)touchwood 194.99 (15.80%) signpost 255.00 (15.29%)    crest 465.75 (15.25%)    agiil 959.00 (12.78%)  olaelec 121.85  (9.87%):down-right_arrow: top losers (24h):- company    price  (%loss)armanfin 1,665.20 (-7.41%) goldiam   224.00 (-6.42%)     wsi   148.30 (-6.76%)  sigind    73.03 (-6.66%)    kddl 3,278.95 (-6.68%):counterclockwise_arrows_button: last updated: friday, august 16, 2024 12:42:29 am est",762,[]
729,16-08-2024,":india: bombay stock exchange (bse)sensex — 79,571.19 (+465.31, +0.59%):fire: hot stocks (24h):- company  price (%change)     bcg   7.32   (0.00%)  suzlon  76.38  (-0.52%)   canbk 107.20   (1.47%)gtlinfra 2.6900   (0.75%)    idea  15.78  (-0.06%):up-right_arrow: top gainers (24h):-  company  price  (%gain)    crest 468.35 (14.47%)mancredit 136.00 (10.97%)    suven 142.55  (9.99%) suprajit 590.30  (9.56%)   zaggle 386.15  (9.53%):down-right_arrow: top losers (24h):-  company  price  (%loss)   sigind  72.55 (-7.27%)  centrum  36.16 (-5.41%) hindzinc 543.95 (-5.06%)  sadbhin   7.60 (-5.00%)parsvnath  16.43 (-4.97%):counterclockwise_arrows_button: last updated: friday, august 16, 2024 12:42:29 am est",705,[]
728,16-08-2024,":india: 3 stocks that will make the perfect raksha bandhan gift for your sister - mint:india: how global capability centres are powering india's job market - the times of india:india: market takeaways, consumer data, activist investing: asking for a trend - yahoo finance:india: tron network leads in stablecoin market share amid growing monthly transfer volume - cointelegraph:india: markets weekly outlook – gold hits new ath ahead of jackson hole symposium - marketpulse:india: natural gas price forecast: faces bearish reversal amid market pullback - fx empire:india: wall street whiplash schools traders on fragile modern markets - bloomberg:india: c$ notches 2nd straight weekly gain as equities advance | stock market news - mint:india: citigroup calls time on popular ‘trump trade’ in bond market | stock market news - mint:india: the 60/40 portfolio could see a strong decade ahead, says vanguard - cnbc:india: top  news stories :india::tear-off_calendar: date - aug 16, 2024",984,[]
727,15-08-2024,":united_states: new york stock exchange (nyse)nyse composite (nya) — 18,717.03 (218.94, 1.18%):fire: hot stocks (24h):-company  price (%change)   abev 2.4050   (3.66%)    wmt  73.18   (6.58%)   pltr  31.22   (0.69%)     nu  13.78   (2.99%)      f  10.45   (2.65%)      t  19.08  (-2.78%)   lumn   5.72   (0.97%):up-right_arrow: top gainers (24h):-company price (%gain)      w 44.16 (9.88%) srg-pa 21.76 (8.61%)    alb 79.19 (8.70%)     sg 36.78 (8.53%)   cien 54.32 (8.57%):down-right_arrow: top losers (24h):-company    price   (%loss)    dds   348.53 (-10.85%)   arco     9.56  (-4.78%)   fico 1,733.86  (-4.19%)   uwmc     8.96  (-3.56%)    rkt    18.49  (-2.99%):no_entry: market closed.",691,[]
726,15-08-2024,":united_states: national association of securities dealers automated quotations (nasdaq)nasdaq (comp) — 17,594.50 (401.90, 2.34%):fire: hot stocks (24h):-company  price (%change)   nvda 122.86   (4.05%)   tsla 214.14   (6.34%)   grab 3.1200  (-7.42%)   asts  31.36  (50.70%)   intc  20.69   (3.87%)   amzn 177.59   (4.40%)   csco  48.53   (6.80%):up-right_arrow: top gainers (24h):-company price  (%gain)   asts 31.36 (50.70%)   lite 52.26 (14.78%)    txg 22.64 (14.57%)   rklb  5.83 (12.55%)   alab 43.30 (11.43%):down-right_arrow: top losers (24h):-company  price  (%loss)   virt  29.12 (-3.96%)    nfe  13.50 (-3.30%)   ftre  22.42 (-3.36%)    ppc  44.19 (-3.28%)   mktx 233.90 (-2.93%):no_entry: market closed.",714,[]
725,15-08-2024,":united_states: 5 things to know before the stock market opens friday - cnbc:united_states: preeclampsia diagnostics market projected to reach $1.211 - globenewswire:united_states: stock market today: bond yields edge lower; dow little changed - the wall street journal:united_states: uk neobank revolut valued at $45b after secondary market sale - techcrunch:united_states: gold eyes weekly gain on us rate-cut bets - reuters:united_states: hedging is crucial as grain markets face weak demand - agweek:united_states: morning bid: with us economy humming, a quarter point will do - reuters:united_states: will the trump v. harris race impact the housing market? - fox business:united_states: markets are way out of line with reality, according to these measures - the wall street journal:united_states: the end of fabulous money market rates is near - the new york times:united_states: top  news stories :united_states::tear-off_calendar: date - aug 16, 2024",959,[]
724,15-08-2024,":india: national stock exchange (nse)nifty50 — 24,143.75 (4.75, 0.02%):fire: hot stocks (24h):-  company  price (%change)     idea  15.79   (2.07%)  olaelec 110.90   (2.52%)   suzlon  76.77  (-4.98%) gtlinfra 2.6600  (-1.12%)  yesbank  23.99  (-0.50%)tatasteel 146.17  (-1.82%)filatfash 1.4100   (2.17%):up-right_arrow: top gainers (24h):- company  price  (%gain) pokarna 921.30 (19.84%)   kitex 286.20 (19.79%)     shk 215.13 (17.01%)kritinut 142.77 (15.62%)marksans 214.33 (13.98%):down-right_arrow: top losers (24h):-  company  price   (%loss) venusrem 345.65 (-12.07%)     dcal 171.64 (-12.29%)      pel 882.40 (-10.45%)   faze3q 503.30  (-8.12%)coastcorp 270.20  (-9.21%):no_entry: market closed.",701,[]
723,15-08-2024,":india: bombay stock exchange (bse)sensex — 79,105.88 (+149.85, +0.19%):fire: hot stocks (24h):-  company  price (%change)     idea  15.79   (2.00%) gtlinfra 2.6700  (-1.11%)   suzlon  76.78  (-4.96%) essentia 4.5300  (-6.60%)filatfash 1.4200   (2.90%):up-right_arrow: top gainers (24h):- company  price  (%gain) pokarna 924.60 (19.93%)   kitex 287.10 (19.90%)     shk 215.60 (17.11%)kritinut 143.60 (16.56%)marksans 214.15 (14.00%):down-right_arrow: top losers (24h):-   company  price   (%loss)      dcal 171.85 (-12.14%)    abmkno 142.05 (-10.35%)       pel 881.35 (-10.59%)    sakuma   8.95  (-8.30%)eihahotels 428.70  (-8.12%):no_entry: market closed.",656,[]
722,15-08-2024,":india: breakout stocks to buy or sell: sumeet bagadia recommends five shares to buy today — august 16 | stock market news - mint:india: cash market | icici lombard breaks out of a bullish flag pattern - moneycontrol:india: cnbc-tv18 morning call: pm modi talks on crimes against women, us market rally continues and more - cnbctv18:india: iim grads get a reality check in a tight job market | mint - mint:india: ajit mishra of religare broking suggests buying these three stocks today - business standard:india: buy or sell: vaishali parekh recommends three stocks to buy today — 16 august | stock market news - mint:india: horoscope today, august 16: good astrological predictions for stock market, business, career, finance and health - business today:india: market sends clear message; nvidia, meta, tesla lead new buys - investor's business daily:india: new product-market mix may deliver the goods for india's exports - the economic times:india: australian dollar steady as investors asses labor market figures - fxstreet:india: top  news stories :india::tear-off_calendar: date - aug 15, 2024",1099,[]
